Manufacturer;Model;Size;LCD Type;Resolution;Range;Interface;LFC;Freesync 2;HDR
Dell;S2718HN;27";IPS;1920x1080;40-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Dell;S2718HN/NX;27";NA;1920x1080;40-75 via HDMI;HDMI®;Yes;No;No
Dell;S2719DM;27";NA;2560x1440;48-75 via HDMI;HDMI®;Yes;No;Yes
Dell;S3219D;32";IPS;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Dell;SE2418HN;24";IPS;1920x1080;48-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Dell;SE2418HN/NX;24";NA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Dell;SE2717H/HX;27";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Dell;SE2717HR;27";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Dostyle;DM270GC;27";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Dostyle;DM320GC;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HKC;NB27C2;27";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HKC;NB32C2;32";VA;1920x1080;48-120 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;22f;22";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;22fw;22";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;23f;23";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;24f;24";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;24fw;24";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;24fw/ 24fw with Audio;24";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;25f;25";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;25mx;25";TN;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;25x;25";TN;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;27b Curved Display;27";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;27f;27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27fh;27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27fw;27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27fw/ 27fw with Audio;27";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
HP;27mx;27";TN;1920x1080;48-144 via DisplayPort 48-155 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;27q;27";PLS;2560x1440;48-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;27x;27";VA;1920x1080;48-144 via DisplayPort 120-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;27x Curved / 27x Curved Display;27";VA;1920x1080;48-144 via DisplayPort 48-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;27xq;27";TN;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;Envy 24;24";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Envy 27;27";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Envy 27 (Allegro);27";NA;3840x2160;40-60 via DisplayPort 35-60 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Envy 27s;27";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Envy 27s (Legato);27";NA;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Envy 34;34";IPS;3440x1440;40-100 via DisplayPort 100-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;Gaming 32 / Pavilion Gaming 32 HDR Display;32";MVA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;Yes
HP;HP 27 Curved Display;27";TN;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;HP 27b Curved Display;27";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;HP 32 QHD/Pavilion 32 QHD;32";VA;2560x1440;38-75 via DisplayPort 38-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;HP Pavilion 32 V.2;32";NA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Omen 25/OMEN by HP 25;25";TN;1920x1080;42-144 via DisplayPort 42-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
HP;Omen 32;32";NA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Pavilion 27q;27";PLS;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;Pavilion 32 V.2;32";NA;2560x1440;48-70 via DisplayPort 70-70 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;S240n;24";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
HP;S340C/Envy 34;34";VA;3440x1440;40-100 via DisplayPort 40-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Iiyama;B2783QSU;27";TN;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;GB2488HSU;24";TN;1920x1080;35-120 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;GB2788HS;27";TN;1920x1080;45-144 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;GB2888UHSU;28";TN;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;GE2288HS;22";NA;1920x1080;47-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2288H;22";NA;1920x1080;47-75 via HDMI;HDMI®;Yes;No;No
Iiyama;PL2395W/XU2395WSU;23";IPS;2560x1440;48-75 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2395W/XUB2395WSU;23";IPS;1920x1200;48-75 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2488HS;24";NA;1920x1080;47-75 via HDMI;HDMI®;Yes;No;No
Iiyama;PL2530H / G-MASTER GB2530HSU;25";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2530H/G2530HSU;25";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2560H / G-MASTER G2560HSU;25";TN;1920x1080;40-144 via DisplayPort 40-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Iiyama;PL2560H / G-MASTER GB2560HSU;25";TN;1920x1080;40-144 via DisplayPort 40-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Iiyama;PL2592H/B2591HSU;25";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2592H/E2591HSU;25";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2730H/G2730HSU;27";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2730H/GB2730HSU;27";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2730Q / W2716EQ-G (Gaming);27";TN;2560x1440;48-75 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2760H / G-MASTER G2760HSU;27";TN;1920x1080;40-144 via DisplayPort 40-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Iiyama;PL2760H / G-MASTER GB2760HSU;27";TN;1920x1080;40-144 via DisplayPort 40-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Iiyama;PL2760Q/G-MASTER GB2760QSU;27";TN;2560x1440;40-144 via DisplayPort 40-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Iiyama;PL2783Q / B2783QSU;27";TN;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2783Q / E2783QSU;27";TN;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2783Q / GB2783QSU;27";TN;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2783Q/B2783QSU;27";TN;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2783Q/GB2783QSU;27";TN;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2788HS;27";NA;1920x1080;47-75 via HDMI;HDMI®;Yes;No;No
Iiyama;PL2788Q/X2788QS;27";IPS;2560x1440;35-60 via DisplayPort 35-60 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2788Q/XB2788QS;27";IPS;2560x1440;40-60 via DisplayPort 35-60 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2791Q/ W2716EQ-B (non-gaming);27";TN;2560x1440;48-70 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2792H/B2791HSU;27";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2792H/E2791HSU;27";TN;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Iiyama;PL2792Q;27";VA;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2792Q/XU2792QSU;27";NA;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL279Q/XUB2792QSU;27";NA;2560x1440;48-70 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PL2875UH / B2875UHSU-B1;28";IPS;3840x2160;40-60 via HDMI;HDMI®;Yes;No;No
Iiyama;PL2875UH/B2875UHSU-B1;28";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
Iiyama;PLG3266 / G3266HS;32";VA;1920x1080;48-144 via HDMI;HDMI®;Yes;No;No
I-O Data;LCD-M4K282XB;28";NA;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
I-O Data;LCD-GC271XCVB;27";NA;1920x1080;48-144 via HDMI;HDMI®;Yes;No;No
Lenovo;L22e-20(Panel 1-AUO);22";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;L22e-20(Panel 2-AUO-TPV);22";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;L24e-20;24";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;L27i-28;27";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;L27m-28;27";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;LI2264d;27";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Lenovo;LI2364d;23";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Lenovo;S22e-19;22";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;S24e-10;24";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;S27i-10;27";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Lenovo;Y25f / Y25f-10;25";TN;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Lenovo;Y27F;27";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Lenovo;Y27FA;27";NA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
LG Electronics;22MK600H;22";NA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;24MK400;24";NA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;24MK600H;24";NA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;24MP68;24";NA;1920x1080;40-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;27MK400H;27";NA;1920x1080;30-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;27MK600M;27";NA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;27MP68;27";NA;1920x1080;40-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;27UD60;27";NA;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27UD69_new;27";NA;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;29WK500;29";NA;2056x1080;40-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;29WK600;29";NA;2560x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;32GK650F;32";NA;2560x1440;48-144 via DisplayPort 48-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
LG Electronics;32GK850F;32";NA;2560x1440;72-144 via DisplayPort 50-100 via HDMI;DisplayPort™, HDMI®;Yes;No;Yes
LG Electronics;32QK500;32";NA;2560x1440;50-75 via DisplayPort 50-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;32UL750;32";NA;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;Yes
LG Electronics;32UL950;32";NA;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;Yes
LG Electronics;34WK500;34";NA;2560x1080;40-75 via HDMI;HDMI®;Yes;No;No
LG Electronics;34WK650;34";NA;2560x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;38WK95;38";NA;3840x1600;52-75 via DisplayPort 52-75 via HDMI;DisplayPort™, HDMI®;No;No;Yes
LG Electronics;22MK430H;22";IPS;1920x1080;50-75 via DisplayPort 50-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;22MP68VQ;22";IPS;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;23MP68VQ;23";IPS;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;24GM79G;24";IPS;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
LG Electronics;24MK430H;24";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;24MP59G;24";IPS;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;24MP68VQ;24";IPS;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;24UD58;24";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27BK85U;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;Yes
LG Electronics;27GK750F;27";TN;1920x1080;48-240 via DisplayPort 48-240 via HDMI;DisplayPort™, HDMI®;Yes;No;No
LG Electronics;27MK430H;27";TN;1920x1080;30-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27MP59G;27";IPS;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;27MP68HM;27";IPS;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;27MP68VQ;27";IPS;1920x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;27MP89HM;27";IPS;1920x1080;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;27MU67;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27MU68;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27MU88;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27UD58;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27UD58P;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27UD68;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27UD69;27";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;27UD69P;27";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;27UD88;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27UK600;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;Yes
LG Electronics;27UK650;27";IPS;3840x2160;40-60 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;27UK850;27";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;29UC88;29";IPS;2560x1080;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;29UM58A;29";IPS;2560x1080;45-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;29UM59A;29";IPS;2560x1080;40-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;29UM60;29";NA;2560x1080;40-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;29UM67;29";IPS;2560x1080;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;29UM68;29";IPS;2560x1080;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;29UM69G;29";PLS;2560x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;32UD59;32";VA;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;32UD89;32";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;32UD99;32";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;34UC79G;34";IPS;2560x1080;50-144 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;34UC98;34";IPS;3440x1440;55-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;34UM57;34";IPS;2560x1080;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;34UM58A;34";IPS;2560x1080;45-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;34UM59;34";IPS;2560x1080;45-75 via DisplayPort 45-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;34UM60;34";IPS;2560x1080;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;34UM67;34";IPS;2560x1080;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;34UM68;34";IPS;2560x1080;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;34UM69G;34";IPS;2560x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;34UM79M;34";IPS;2560x1080;40-75 via DisplayPort 40-75 via HDMI;DisplayPort™, HDMI®;No;No;No
LG Electronics;34UM88;34";IPS;3440x1440;40-75 via DisplayPort;DisplayPort™;Yes;No;No
LG Electronics;38UC99;38";IPS;3840x1600;52-75 via DisplayPort;DisplayPort™;Yes;No;No
Monoprice;MP27 ZeroG;27";NA;2560x1440;40-144 via HDMI;HDMI®;Yes;No;No
Monoprice;MP27 Zero-G;27";TN;2560x1440;40-144 via DisplayPort;DisplayPort™;Yes;No;No
MSI;BE270K;27";IPS;3840x2160;40-60 via DisplayPort 40-60 via HDMI;DisplayPort™, HDMI®;No;No;No
MSI;BX340C;34";IPS;2560x1440;48-75 via DisplayPort 75-75 via HDMI;DisplayPort™, HDMI®;No;No;No
MSI;MAG241C;24";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;MAG271C;27";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;MPG27C;27";VA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;MPG27CQ;27";MVA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;Optix AG32CQ;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;Optix G24C;24";VA;1920x1080;48-144 via DisplayPort 48-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;Optix G27C2;27";VA;1920x1080;48-144 via DisplayPort 48-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;Optix MAG24C;24";VA;1920x1080;48-144 via DisplayPort 48-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;Optix MAG27C;27";VA;1920x1080;48-144 via DisplayPort 48-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;Optix MAG27CQ;27";VA;2560x1440;48-144 via DisplayPort 48-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
MSI;Optix MAG341CQ;34";VA;3440x1440;48-100 via DisplayPort 48-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Nixeus;NX-EDG27;27";VA;2560x1440;30-144 via DisplayPort 30-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Nixeus;NX-VUE24;24";TN;1920x1080;30-144 via HDMI;HDMI®;Yes;No;No
Nixeus;NX-VUE24 (new firmware);24";NA;1920x1080;30-144 via DisplayPort 30-144 via HDMI;DisplayPort™, HDMI®;Yes;No;Yes
Nixeus;NX-VUE27FS NX-EDG27;27";IPS;2560x1440;30-144 via DisplayPort 30-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;226E8Q/226E8QDS;22";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;226E8Q/226E8QJA;22";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;243E9Q /243E9QH;24";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;246E8FJ;24";VA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;246E8Q/246E8QDS;24";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;246E8Q/246E8QJA;24";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;246E9Q/246E9QD;24";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;246E9Q/246E9QJ;24";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;247E9Q /247E9QH;24";IPS;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;248E9Q/248E9QH;24";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;253M7L;25";TN;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;276E8FJ;27";VA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;276E8Q/276E8QDS;27";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;276E8Q/276E8QJA;27";IPS;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;276E9Q/276E9QD;27";NA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;276E9Q/276E9QHSW;27";NA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;276E9Q/276E9QJ;27";NA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;278C7Q/278C7QJ;27";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;278E8Q/278E8QDSW;27";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;278E8Q/278E8QJAW;27";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;278E9Q/278E9QH;27";VA;1920x1080;48-75 via HDMI;HDMI®;Yes;No;No
Philips;278E9Q/278E9QJ;27";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;279X62JSW;27";TN;1920x1080;48-69 via DisplayPort;DisplayPort™;Yes;No;No
Philips;326E8F /326E8FJ;32";VA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;326M6F/326M6FJSB;32";PLS;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;327E8F/327E8FJSW;32";VA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;328C7;32";NA;1920x1080;48-144 via DisplayPort 120-120 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;328C7/328C7QJSW;32";NA;1920x1080;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;328E8Q/328E8QJAB5;32";VA;1920x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;328E8Q/328E8QJS;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;328M6F/328M6FJMB;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;328M6FJR/328M6FJRMB;32";VA;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;No;Yes
Philips;328M6FJRMB;32";IPS;2560x1440;48-144 via DisplayPort 48-144 via HDMI;DisplayPort™, HDMI®;Yes;Yes;Yes
Philips;328M6FJS;32";VA;2560x1440;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;349P7F;34";MVA;3440x1440;40-100 via DisplayPort 40-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;349X6/349X6QJSW;24";IPS;2560x1080;48-75 via DisplayPort 48-75 via HDMI;DisplayPort™, HDMI®;No;No;No
Philips;349X7;34";IPS;3440x1440;40-100 via DisplayPort 40-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
Philips;349X7/349X7FJEW;34";NA;3440x1440;40-100 via DisplayPort 40-100 via HDMI;DisplayPort™, HDMI®;Yes;No;No
